Token	Language	Anglicism
Castro	Spn	no
a	Spn	no
EFE	Spn	no
tras	Spn	no
acudir	Spn	no
a	Spn	no
votar	Spn	no
en	Spn	no
un	Spn	no
colegio	Spn	no
de	Spn	no
La	Spn	no
Habana	Spn	no
,	PUNCT	no
según	Spn	no
divulga	Spn	no
el	Spn	no
diario	Spn	no
oficial	Spn	no
Granma	Spn	no
.	PUNCT	no
Fidel	Spn	no
Castro	Spn	no
,	PUNCT	no
de	Spn	no
86	NUM	no
años	Spn	no
y	Spn	no
retirado	Spn	no
del	Spn	no
poder	Spn	no
desde	Spn	no
2006	NUM	no
,	PUNCT	no
reapareció	Spn	no
este	Spn	no
pasado	Spn	no
domingo	Spn	no
en	Spn	no
público	Spn	no
cuando	Spn	no
acudió	Spn	no
personalmente	Spn	no
a	Spn	no
votar	Spn	no
al	Spn	no
colegio	Spn	no
de	Spn	no
La	Spn	no
Habana	Spn	no
en	Spn	no
el	Spn	no
que	Spn	no
solía	Spn	no
hacerlo	Spn	no
antes	Spn	no
de	Spn	no
enfermar	Spn	no
y	Spn	no
delegar	Spn	no
en	Spn	no
su	Spn	no
hermano	Spn	no
Raúl	Spn	no
,	PUNCT	no
actual	Spn	no
presidente	Spn	no
cubano	Spn	no
.	PUNCT	no
Aseguró	Spn	no
por	Spn	no
otra	Spn	no
parte	Spn	no
que	Spn	no
“	PUNCT	no
todos	Spn	no
los	Spn	no
días	Spn	no
”	PUNCT	no
recibe	Spn	no
información	Spn	no
sobre	Spn	no
Chávez	Spn	no
,	PUNCT	no
en	Spn	no
declaraciones	Spn	no
que	Spn	no
publica	Spn	no
hoy	Spn	no
Granma	Spn	no
,	PUNCT	no
más	Spn	no
extensas	Spn	no
que	Spn	no
las	Spn	no
difundidas	Spn	no
ayer	Spn	no
,	PUNCT	no
en	Spn	no
las	Spn	no
que	Spn	no
subrayó	Spn	no
también	Spn	no
la	Spn	no
importancia	Spn	no
que	Spn	no
a	Spn	no
su	Spn	no
juicio	Spn	no
tiene	Spn	no
Chávez	Spn	no
para	Spn	no
América	Spn	no
Latina	Spn	no
y	Spn	no
lo	Spn	no
comparó	Spn	no
con	Spn	no
próceres	Spn	no
como	Spn	no
Simón	Spn	no
Bolívar	Spn	no
y	Spn	no
José	Spn	no
Martí	Spn	no
.	PUNCT	no
“	PUNCT	no
Bolívar	Spn	no
,	PUNCT	no
pero	Spn	no
también	Spn	no
Martí	Spn	no
y	Spn	no
Chávez	Spn	no
,	PUNCT	no
han	Spn	no
sido	Spn	no
muy	Spn	no
importantes	Spn	no
para	Spn	no
América	Spn	no
Latina	Spn	no
”	PUNCT	no
,	PUNCT	no
afirmó	Spn	no
Fidel	Spn	no
Castro	Spn	no
,	PUNCT	no
quien	Spn	no
también	Spn	no
destacó	Spn	no
al	Spn	no
presidente	Spn	no
de	Spn	no
Venezuela	Spn	no
como	Spn	no
“	PUNCT	no
uno	Spn	no
de	Spn	no
los	Spn	no
mayores	Spn	no
artífices	Spn	no
”	PUNCT	no
de	Spn	no
la	Spn	no
Comunidad	Spn	no
de	Spn	no
Estados	Spn	no
Latinoamericanos	Spn	no
y	Spn	no
Caribeños	Spn	no
(	PUNCT	no
Celac	Spn	no
)	PUNCT	no
,	PUNCT	no
cuya	Spn	no
presidencia	Spn	no
pro	Spn	no
témpore	Spn	no
acaba	Spn	no
de	Spn	no
recibir	Spn	no
Cuba	Spn	no
.	PUNCT	no
Hugo	Spn	no
Chávez	Spn	no
,	PUNCT	no
de	Spn	no
58	NUM	no
años	Spn	no
,	PUNCT	no
permanece	Spn	no
en	Spn	no
La	Spn	no
Habana	Spn	no
desde	Spn	no
que	Spn	no
el	Spn	no
11	NUM	no
de	Spn	no
diciembre	Spn	no
pasado	Spn	no
se	Spn	no
sometió	Spn	no
a	Spn	no
su	Spn	no
cuarta	Spn	no
operación	Spn	no
contra	Spn	no
el	Spn	no
cáncer	Spn	no
que	Spn	no
padece	Spn	no
y	Spn	no
que	Spn	no
se	Spn	no
le	Spn	no
detectó	Spn	no
en	Spn	no
junio	Spn	no
de	Spn	no
2011	NUM	no
.	PUNCT	no
Según	Spn	no
Granma	Spn	no
,	PUNCT	no
Fidel	Spn	no
Castro	Spn	no
estuvo	Spn	no
el	Spn	no
domingo	Spn	no
una	Spn	no
hora	Spn	no
y	Spn	no
media	Spn	no
dialogando	Spn	no
con	Spn	no
periodistas	Spn	no
y	Spn	no
con	Spn	no
cubanos	Spn	no
que	Spn	no
se	Spn	no
congregaron	Spn	no
en	Spn	no
el	Spn	no
colegio	Spn	no
electoral	Spn	no
donde	Spn	no
votó	Spn	no
el	Spn	no
exmandatario	Spn	no
al	Spn	no
saber	Spn	no
que	Spn	no
éste	Spn	no
estaba	Spn	no
allí	Spn	no
.	PUNCT	no
El	Spn	no
líder	Spn	no
de	Spn	no
la	Spn	no
Revolución	Spn	no
cubana	Spn	no
habló	Spn	no
de	Spn	no
numerosos	Spn	no
temas	Spn	no
como	Spn	no
las	Spn	no
elecciones	Spn	no
en	Spn	no
Cuba	Spn	no
,	PUNCT	no
que	Spn	no
ayer	Spn	no
votó	Spn	no
a	Spn	no
los	Spn	no
miembros	Spn	no
de	Spn	no
su	Spn	no
Parlamento	Spn	no
y	Spn	no
de	Spn	no
las	Spn	no
Asambleas	Spn	no
Provinciales	Spn	no
de	Spn	no
la	Spn	no
isla	Spn	no
.	PUNCT	no
“	PUNCT	no
Aquí	Spn	no
las	Spn	no
elecciones	Spn	no
no	Spn	no
son	Spn	no
como	Spn	no
en	Spn	no
Estados	Spn	no
Unidos	Spn	no
donde	Spn	no
apenas	Spn	no
vota	Spn	no
una	Spn	no
minoría	Spn	no
.	PUNCT	no
No	Spn	no
podemos	Spn	no
dejar	Spn	no
que	Spn	no
eso	Spn	no
pase	Spn	no
nunca	Spn	no
,	PUNCT	no
porque	Spn	no
aquí	Spn	no
manda	Spn	no
el	Spn	no
pueblo	Spn	no
”	PUNCT	no
,	PUNCT	no
dijo	Spn	no
.	PUNCT	no
También	Spn	no
se	Spn	no
refirió	Spn	no
a	Spn	no
las	Spn	no
reformas	Spn	no
que	Spn	no
impulsa	Spn	no
su	Spn	no
hermano	Spn	no
Raúl	Spn	no
para	Spn	no
actualizar	Spn	no
el	Spn	no
modelo	Spn	no
económico	Spn	no
de	Spn	no
Cuba	Spn	no
.	PUNCT	no
“	PUNCT	no
Es	Spn	no
necesario	Spn	no
trabajar	Spn	no
en	Spn	no
seguir	Spn	no
perfeccionando	Spn	no
el	Spn	no
país	Spn	no
,	PUNCT	no
es	Spn	no
un	Spn	no
deber	Spn	no
actualizar	Spn	no
el	Spn	no
modelo	Spn	no
socialista	Spn	no
cubano	Spn	no
,	PUNCT	no
modernizarlo	Spn	no
pero	Spn	no
sin	Spn	no
cometer	Spn	no
errores	Spn	no
”	PUNCT	no
,	PUNCT	no
declaró	Spn	no
.	PUNCT	no
Según	Spn	no
Granma	Spn	no
,	PUNCT	no
cuando	Spn	no
un	Spn	no
periodista	Spn	no
le	Spn	no
pidió	Spn	no
un	Spn	no
mensaje	Spn	no
para	Spn	no
los	Spn	no
jóvenes	Spn	no
,	PUNCT	no
Fidel	Spn	no
Castro	Spn	no
le	Spn	no
contestó	Spn	no
con	Spn	no
humor	Spn	no
:	PUNCT	no
“	PUNCT	no
Solo	Spn	no
dígales	Spn	no
que	Spn	no
les	Spn	no
tengo	Spn	no
mucha	Spn	no
envidia	Spn	no
”	PUNCT	no
.	PUNCT	no
TÃ	X	no
©	X	no
lam	X	no
04	NUM	no
/	PUNCT	no
02	NUM	no
/	PUNCT	no
13	NUM	no
Amado	Spn	no
Boudou	Spn	no
pasó	Spn	no
un	Spn	no
momento	Spn	no
amargo	Spn	no
ayer	Spn	no
.	PUNCT	no
El	Spn	no
vicepresidente	Spn	no
fue	Spn	no
abucheado	Spn	no
por	Spn	no
miles	Spn	no
de	Spn	no
personas	Spn	no
en	Spn	no
San	Spn	no
Lorenzo	Spn	no
,	PUNCT	no
en	Spn	no
el	Spn	no
acto	Spn	no
en	Spn	no
el	Spn	no
que	Spn	no
se	Spn	no
conmemoraron	Spn	no
los	Spn	no
200	NUM	no
años	Spn	no
del	Spn	no
combate	Spn	no
en	Spn	no
el	Spn	no
que	Spn	no
tuvo	Spn	no
su	Spn	no
bautismo	Spn	no
de	Spn	no
fuego	Spn	no
el	Spn	no
Regimiento	Spn	no
de	Spn	no
Granaderos	Spn	no
a	Spn	no
Caballo	Spn	no
del	Spn	no
general	Spn	no
José	Spn	no
de	Spn	no
San	Spn	no
Martín	Spn	no
.	PUNCT	no
Los	Spn	no
abucheos	Spn	no
e	Spn	no
insultos	Spn	no
comenzaron	Spn	no
con	Spn	no
las	Spn	no
menciones	Spn	no
del	Spn	no
nombre	Spn	no
de	Spn	no
Boudou	Spn	no
que	Spn	no
hizo	Spn	no
el	Spn	no
locutor	Spn	no
oficial	Spn	no
y	Spn	no
luego	Spn	no
se	Spn	no
prolongaron	Spn	no
durante	Spn	no
el	Spn	no
discurso	Spn	no
del	Spn	no
vice	Spn	no
,	PUNCT	no
que	Spn	no
tuvo	Spn	no
que	Spn	no
terminar	Spn	no
sus	Spn	no
palabras	Spn	no
a	Spn	no
los	Spn	no
gritos	Spn	no
para	Spn	no
sobreponerse	Spn	no
a	Spn	no
los	Spn	no
35	NUM	no
.	PUNCT	no
000	NUM	no
asistentes	Spn	no
que	Spn	no
mostraron	Spn	no
su	Spn	no
descontento	Spn	no
con	Spn	no
la	Spn	no
decisión	Spn	no
del	Spn	no
Gobierno	Spn	no
de	Spn	no
no	Spn	no
convertir	Spn	no
en	Spn	no
feriado	Spn	no
el	Spn	no
día	Spn	no
del	Spn	no
bicentenario	Spn	no
de	Spn	no
la	Spn	no
batalla	Spn	no
más	Spn	no
famosa	Spn	no
de	Spn	no
las	Spn	no
que	Spn	no
intervino	Spn	no
San	Spn	no
Martín	Spn	no
.	PUNCT	no
Boudou	Spn	no
había	Spn	no
llegado	Spn	no
a	Spn	no
las	Spn	no
7	NUM	no
de	Spn	no
la	Spn	no
tarde	Spn	no
a	Spn	no
San	Spn	no
Lorenzo	Spn	no
.	PUNCT	no
Recorrió	Spn	no
el	Spn	no
Convento	Spn	no
de	Spn	no
San	Spn	no
Carlos	Spn	no
Borromeo	Spn	no
junto	Spn	no
al	Spn	no
párroco	Spn	no
,	PUNCT	no
y	Spn	no
luego	Spn	no
participó	Spn	no
del	Spn	no
acto	Spn	no
oficial	Spn	no
en	Spn	no
el	Spn	no
Campo	Spn	no
de	Spn	no
la	Spn	no
Gloria	Spn	no
,	PUNCT	no
junto	Spn	no
al	Spn	no
intendente	Spn	no
Leonardo	Spn	no
Raimundo	Spn	no
,	PUNCT	no
el	Spn	no
gobernador	Spn	no
Antonio	Spn	no
Bonfatti	Spn	no
y	Spn	no
el	Spn	no
ministro	Spn	no
de	Spn	no
Defensa	Spn	no
,	PUNCT	no
Arturo	Spn	no
Puricelli	Spn	no
.	PUNCT	no
Luego	Spn	no
de	Spn	no
los	Spn	no
primeros	Spn	no
abucheos	Spn	no
,	PUNCT	no
el	Spn	no
intendente	Spn	no
,	PUNCT	no
un	Spn	no
radical	Spn	no
integrado	Spn	no
al	Spn	no
Frente	Spn	no
Progresista	Spn	no
santafesino	Spn	no
de	Spn	no
buena	Spn	no
relación	Spn	no
con	Spn	no
la	Spn	no
Casa	Spn	no
Rosada	Spn	no
,	PUNCT	no
pretendió	Spn	no
parar	Spn	no
el	Spn	no
escándalo	Spn	no
:	PUNCT	no
“	PUNCT	no
Acá	Spn	no
somos	Spn	no
sanmartinianos	Spn	no
y	Spn	no
patriotas	Spn	no
”	PUNCT	no
,	PUNCT	no
dijo	Spn	no
.	PUNCT	no
No	Spn	no
sirvió	Spn	no
de	Spn	no
mucho	Spn	no
.	PUNCT	no
Boudou	Spn	no
intentaba	Spn	no
pasar	Spn	no
el	Spn	no
mal	Spn	no
trago	Spn	no
con	Spn	no
una	Spn	no
sonrisa	Spn	no
.	PUNCT	no
Unos	Spn	no
mil	Spn	no
militantes	Spn	no
de	Spn	no
La	Spn	no
Cámpora	Spn	no
se	Spn	no
mantenían	Spn	no
callados	Spn	no
.	PUNCT	no
El	Spn	no
acto	Spn	no
había	Spn	no
levantado	Spn	no
expectativas	Spn	no
porque	Spn	no
en	Spn	no
él	Spn	no
se	Spn	no
encontrarían	Spn	no
Bonfatti	Spn	no
y	Spn	no
representantes	Spn	no
de	Spn	no
la	Spn	no
Casa	Spn	no
Rosada	Spn	no
,	PUNCT	no
luego	Spn	no
del	Spn	no
conflicto	Spn	no
entre	Spn	no
el	Spn	no
socialismo	Spn	no
y	Spn	no
el	Spn	no
kirchnerismo	Spn	no
por	Spn	no
la	Spn	no
inseguridad	Spn	no
en	Spn	no
Santa	Spn	no
Fe	Spn	no
.	PUNCT	no
Los	Spn	no
abucheos	Spn	no
recrudecieron	Spn	no
cuando	Spn	no
Boudou	Spn	no
tomó	Spn	no
el	Spn	no
micrófono	Spn	no
.	PUNCT	no
Luego	Spn	no
de	Spn	no
un	Spn	no
breve	Spn	no
recorrido	Spn	no
histórico	Spn	no
,	PUNCT	no
el	Spn	no
vicepresidente	Spn	no
intentó	Spn	no
mechar	Spn	no
referencias	Spn	no
de	Spn	no
la	Spn	no
actualidad	Spn	no
en	Spn	no
sus	Spn	no
palabras	Spn	no
,	PUNCT	no
que	Spn	no
comenzaban	Spn	no
a	Spn	no
volverse	Spn	no
erráticas	Spn	no
.	PUNCT	no
“	PUNCT	no
Lo	Spn	no
decía	Spn	no
un	Spn	no
gran	Spn	no
presidente	Spn	no
(	PUNCT	no
en	Spn	no
referencia	Spn	no
a	Spn	no
Néstor	Spn	no
Kirchner	Spn	no
):	PUNCT	no
es	Spn	no
una	Spn	no
actitud	Spn	no
fascista	Spn	no
no	Spn	no
escuchar	Spn	no
al	Spn	no
que	Spn	no
tiene	Spn	no
algo	Spn	no
para	Spn	no
decir	Spn	no
”	PUNCT	no
,	PUNCT	no
dijo	Spn	no
,	PUNCT	no
seguido	Spn	no
por	Spn	no
una	Spn	no
andanada	Spn	no
de	Spn	no
gritos	Spn	no
.	PUNCT	no
Otros	Spn	no
tramos	Spn	no
abucheados	Spn	no
de	Spn	no
sus	Spn	no
palabras	Spn	no
fueron	Spn	no
:	PUNCT	no
“	PUNCT	no
Las	Spn	no
batallas	Spn	no
de	Spn	no
hoy	Spn	no
son	Spn	no
las	Spn	no
mismas	Spn	no
en	Spn	no
otros	Spn	no
campos	Spn	no
y	Spn	no
con	Spn	no
otras	Spn	no
armas	Spn	no
”	PUNCT	no
;	PUNCT	no
“	PUNCT	no
Formamos	Spn	no
parte	Spn	no
de	Spn	no
un	Spn	no
gobierno	Spn	no
lleno	Spn	no
de	Spn	no
amor	Spn	no
”	PUNCT	no
y	Spn	no
“	PUNCT	no
Tenemos	Spn	no
el	Spn	no
acompañamiento	Spn	no
del	Spn	no
pueblo	Spn	no
”	PUNCT	no
.	PUNCT	no
Rendido	Spn	no
ante	Spn	no
la	Spn	no
evidencia	Spn	no
,	PUNCT	no
el	Spn	no
vice	Spn	no
apuró	Spn	no
su	Spn	no
discurso	Spn	no
,	PUNCT	no
pronunciado	Spn	no
en	Spn	no
voz	Spn	no
cada	Spn	no
vez	Spn	no
más	Spn	no
alta	Spn	no
:	PUNCT	no
“	PUNCT	no
Seamos	Spn	no
valientes	Spn	no
,	PUNCT	no
enfrentemos	Spn	no
a	Spn	no
las	Spn	no
corporaciones	Spn	no
y	Spn	no
bajemos	Spn	no
los	Spn	no
decibeles	Spn	no
con	Spn	no
las	Spn	no
agresiones	Spn	no
”	PUNCT	no
,	PUNCT	no
rogó	Spn	no
casi	Spn	no
al	Spn	no
final	Spn	no
.	PUNCT	no
El	Spn	no
domingo	Spn	no
no	Spn	no
había	Spn	no
arrancado	Spn	no
bien	Spn	no
para	Spn	no
Boudou	Spn	no
.	PUNCT	no
Al	Spn	no
mediodía	Spn	no
,	PUNCT	no
descargó	Spn	no
por	Spn	no
Twitter	Spn	no
su	Spn	no
bronca	Spn	no
contra	Spn	no
Clarín	Spn	no
,	PUNCT	no
que	Spn	no
ayer	Spn	no
publicó	Spn	no
que	Spn	no
quedó	Spn	no
imputado	Spn	no
por	Spn	no
presunta	Spn	no
administración	Spn	no
fraudulenta	Spn	no
y	Spn	no
malversación	Spn	no
de	Spn	no
caudales	Spn	no
.	PUNCT	no
“	PUNCT	no
Es	Spn	no
grave	Spn	no
q	X	no
Clarín	Spn	no
se	Spn	no
haga	Spn	no
eco	Spn	no
de	Spn	no
cualquier	Spn	no
cosa	Spn	no
q	X	no
pueda	Spn	no
ponerle	Spn	no
un	Spn	no
palo	Spn	no
en	Spn	no
rueda	Spn	no
al	Spn	no
gobierno	Spn	no
nacional	Spn	no
.	PUNCT	no
Da	Spn	no
la	Spn	no
sensación	Spn	no
que	Spn	no
no	Spn	no
son	Spn	no
argentinos	Spn	no
”	PUNCT	no
,	PUNCT	no
inició	Spn	no
la	Spn	no
serie	Spn	no
de	Spn	no
tuits	Eng-AdaptedAng	yes
,	PUNCT	no
y	Spn	no
la	Spn	no
cerró	Spn	no
así	Spn	no
:	PUNCT	no
“	PUNCT	no
Clarín	Spn	no
no	Spn	no
hace	Spn	no
periodismo	Spn	no
sino	Spn	no
q	X	no
militan	Spn	no
en	Spn	no
el	Spn	no
desánimo	Spn	no
,	PUNCT	no
en	Spn	no
contra	Spn	no
del	Spn	no
gobierno	Spn	no
y	Spn	no
en	Spn	no
definitiva	Spn	no
en	Spn	no
contra	Spn	no
del	Spn	no
pueblo	Spn	no
.	PUNCT	no
Cada	Spn	no
día	Spn	no
le	Spn	no
sale	Spn	no
peor	Spn	no
”	PUNCT	no
.	PUNCT	no
El	Spn	no
fiscal	Spn	no
Guillermo	Spn	no
Marijuán	Spn	no
impulsó	Spn	no
una	Spn	no
investigación	Spn	no
para	Spn	no
determinar	Spn	no
si	Spn	no
Boudou	Spn	no
y	Spn	no
Diego	Spn	no
Bossio	Spn	no
-	PUNCT	no
como	Spn	no
directores	Spn	no
de	Spn	no
la	Spn	no
ANSeS	X	no
-	PUNCT	no
cometieron	Spn	no
esos	Spn	no
delitos	Spn	no
por	Spn	no
haber	Spn	no
derivado	Spn	no
los	Spn	no
fondos	Spn	no
de	Spn	no
los	Spn	no
jubilados	Spn	no
al	Spn	no
Fútbol	Spn	no
para	Spn	no
Todos	Spn	no
.	PUNCT	no
@	PUNCT	no
leomindez	X	no
-	PUNCT	no
04	NUM	no
/	PUNCT	no
03	NUM	no
/	PUNCT	no
13	NUM	no
-	PUNCT	no
16	NUM	no
:	PUNCT	no
00	NUM	no
Es	Spn	no
uno	Spn	no
de	Spn	no
los	Spn	no
punching	Eng-UnadaptedAng	yes
balls	Eng-UnadaptedAng	yes
preferidos	Spn	no
de	Spn	no
la	Spn	no
Presidenta	Spn	no
.	PUNCT	no
También	Spn	no
lo	Spn	no
era	Spn	no
de	Spn	no
su	Spn	no
esposo	Spn	no
en	Spn	no
los	Spn	no
últimos	Spn	no
años	Spn	no
.	PUNCT	no
Si	Spn	no
la	Spn	no
construcción	Spn	no
de	Spn	no
antagonistas	Spn	no
es	Spn	no
parte	Spn	no
esencial	Spn	no
del	Spn	no
relato	Spn	no
oficial	Spn	no
,	PUNCT	no
la	Spn	no
década	Spn	no
del	Spn	no
90	NUM	no
es	Spn	no
la	Spn	no
elegida	Spn	no
como	Spn	no
síntesis	Spn	no
de	Spn	no
todo	Spn	no
lo	Spn	no
malo	Spn	no
hasta	Spn	no
la	Spn	no
llegada	Spn	no
emancipadora	Spn	no
del	Spn	no
kirchnerismo	Spn	no
.	PUNCT	no
Pero	Spn	no
no	Spn	no
es	Spn	no
cuestión	Spn	no
de	Spn	no
disparar	Spn	no
a	Spn	no
lo	Spn	no
loco	Spn	no
.	PUNCT	no
Hay	Spn	no
que	Spn	no
moverse	Spn	no
con	Spn	no
tacto	Spn	no
.	PUNCT	no
Cuando	Spn	no
fustiga	Spn	no
a	Spn	no
los	Spn	no
90	NUM	no
,	PUNCT	no
Cristina	Spn	no
se	Spn	no
cuida	Spn	no
de	Spn	no
mencionar	Spn	no
a	Spn	no
Carlos	Spn	no
Menem	Spn	no
.	PUNCT	no
Se	Spn	no
entiende	Spn	no
:	PUNCT	no
el	Spn	no
riojano	Spn	no
es	Spn	no
hoy	Spn	no
un	Spn	no
aliado	Spn	no
importante	Spn	no
en	Spn	no
el	Spn	no
Senado	Spn	no
.	PUNCT	no
Mucho	Spn	no
más	Spn	no
fácil	Spn	no
,	PUNCT	no
en	Spn	no
cambio	Spn	no
,	PUNCT	no
es	Spn	no
pegarle	Spn	no
a	Spn	no
Domingo	Spn	no
Cavallo	Spn	no
,	PUNCT	no
defenestrado	Spn	no
del	Spn	no
olimpo	Spn	no
público	Spn	no
desde	Spn	no
el	Spn	no
final	Spn	no
catastrófico	Spn	no
del	Spn	no
gobierno	Spn	no
de	Spn	no
De	Spn	no
la	Spn	no
Rúa	Spn	no
.	PUNCT	no
Hace	Spn	no
unos	Spn	no
meses	Spn	no
lo	Spn	no
comparó	Spn	no
con	Spn	no
el	Spn	no
ministro	Spn	no
de	Spn	no
Economía	Spn	no
español	Spn	no
,	PUNCT	no
Luis	Spn	no
de	Spn	no
Guindos	Spn	no
,	PUNCT	no
“	PUNCT	no
el	Spn	no
pelado	Spn	no
ese	Spn	no
”	PUNCT	no
lo	Spn	no
llamó	Spn	no
Cristina	Spn	no
,	PUNCT	no
que	Spn	no
le	Spn	no
traía	Spn	no
los	Spn	no
peores	Spn	no
recuerdos	Spn	no
.	PUNCT	no
El	Spn	no
viernes	Spn	no
pasado	Spn	no
,	PUNCT	no
en	Spn	no
su	Spn	no
discurso	Spn	no
ante	Spn	no
la	Spn	no
Asamblea	Spn	no
Legislativa	Spn	no
,	PUNCT	no
la	Spn	no
Presidenta	Spn	no
volvió	Spn	no
a	Spn	no
hacer	Spn	no
blanco	Spn	no
en	Spn	no
Cavallo	Spn	no
cuando	Spn	no
recordó	Spn	no
su	Spn	no
actuación	Spn	no
al	Spn	no
frente	Spn	no
del	Spn	no
Banco	Spn	no
Central	Spn	no
durante	Spn	no
la	Spn	no
dictadura	Spn	no
.	PUNCT	no
“	PUNCT	no
Yo	Spn	no
puedo	Spn	no
dar	Spn	no
testimonio	Spn	no
de	Spn	no
que	Spn	no
la	Spn	no
Presidenta	Spn	no
delira	Spn	no
”	PUNCT	no
,	PUNCT	no
respondió	Spn	no
el	Spn	no
ex	Spn	no
ministro	Spn	no
de	Spn	no
Economía	Spn	no
desde	Spn	no
su	Spn	no
blog	Eng-UnadaptedAng	yes
.	PUNCT	no
Lo	Spn	no
que	Spn	no
es	Spn	no
cierto	Spn	no
es	Spn	no
que	Spn	no
nunca	Spn	no
se	Spn	no
le	Spn	no
escuchó	Spn	no
a	Spn	no
Néstor	Spn	no
ni	Spn	no
a	Spn	no
Cristina	Spn	no
una	Spn	no
autocrítica	Spn	no
por	Spn	no
haber	Spn	no
acompañado	Spn	no
al	Spn	no
discípulo	Spn	no
de	Spn	no
la	Spn	no
escuela	Spn	no
de	Spn	no
Chicago	Eng-NE	no
durante	Spn	no
sus	Spn	no
años	Spn	no
de	Spn	no
gloria	Spn	no
menemista	Spn	no
.	PUNCT	no
Acompañar	Spn	no
quizá	Spn	no
quede	Spn	no
corto	Spn	no
.	PUNCT	no
Kirchner	Spn	no
se	Spn	no
esforzó	Spn	no
en	Spn	no
un	Spn	no
comienzo	Spn	no
por	Spn	no
ser	Spn	no
su	Spn	no
mejor	Spn	no
alumno	Spn	no
.	PUNCT	no
Así	Spn	no
lo	Spn	no
muestran	Spn	no
las	Spn	no
notas	Spn	no
que	Spn	no
a	Spn	no
comienzos	Spn	no
de	Spn	no
los	Spn	no
90	NUM	no
publicaba	Spn	no
Ámbito	Spn	no
Financiero	Spn	no
,	PUNCT	no
en	Spn	no
aquel	Spn	no
tiempo	Spn	no
entusiasta	Spn	no
defensor	Spn	no
de	Spn	no
la	Spn	no
convertibilidad	Spn	no
y	Spn	no
las	Spn	no
privatizaciones	Spn	no
y	Spn	no
hoy	Spn	no
,	PUNCT	no
en	Spn	no
otro	Spn	no
giro	Spn	no
curioso	Spn	no
,	PUNCT	no
cercano	Spn	no
al	Spn	no
gobierno	Spn	no
.	PUNCT	no
El	Spn	no
11	NUM	no
de	Spn	no
diciembre	Spn	no
de	Spn	no
1991	NUM	no
,	PUNCT	no
Ambito	Spn	no
saluda	Spn	no
la	Spn	no
llegada	Spn	no
de	Spn	no
Kirchner	Spn	no
a	Spn	no
la	Spn	no
gobernación	Spn	no
de	Spn	no
Santa	Spn	no
Cruz	Spn	no
con	Spn	no
un	Spn	no
título	Spn	no
contundente	Spn	no
:	PUNCT	no
“	PUNCT	no
Juró	Spn	no
otro	Spn	no
seguidor	Spn	no
de	Spn	no
Cavallo	Spn	no
”	PUNCT	no
.	PUNCT	no
La	Spn	no
crónica	Spn	no
cita	Spn	no
a	Spn	no
José	Spn	no
Luis	Spn	no
Manzano	Spn	no
como	Spn	no
“	PUNCT	no
padrino	Spn	no
”	PUNCT	no
de	Spn	no
Kirchner	Spn	no
y	Spn	no
afirma	Spn	no
que	Spn	no
el	Spn	no
programa	Spn	no
del	Spn	no
flamante	Spn	no
gobernador	Spn	no
“	PUNCT	no
se	Spn	no
basará	Spn	no
en	Spn	no
el	Spn	no
ajuste	Spn	no
económico	Spn	no
que	Spn	no
Domingo	Spn	no
Cavallo	Spn	no
reclama	Spn	no
a	Spn	no
todas	Spn	no
las	Spn	no
provincias	Spn	no
”	PUNCT	no
en	Spn	no
el	Spn	no
que	Spn	no
“	PUNCT	no
la	Spn	no
racionalización	Spn	no
de	Spn	no
la	Spn	no
administración	Spn	no
pública	Spn	no
es	Spn	no
crucial	Spn	no
”	PUNCT	no
.	PUNCT	no
Luego	Spn	no
menciona	Spn	no
a	Spn	no
algunos	Spn	no
de	Spn	no
los	Spn	no
colaboradores	Spn	no
que	Spn	no
asumían	Spn	no
en	Spn	no
el	Spn	no
gabinete	Spn	no
santacruceño	Spn	no
de	Spn	no
Kirchner	Spn	no
:	PUNCT	no
Carlos	Spn	no
Zannini	Spn	no
como	Spn	no
ministro	Spn	no
de	Spn	no
Gobierno	Spn	no
;	PUNCT	no
Julio	Spn	no
de	Spn	no
Vido	Spn	no
en	Spn	no
Economía	Spn	no
y	Spn	no
Obras	Spn	no
Públicas	Spn	no
;	PUNCT	no
Alicia	Spn	no
Kirchner	Spn	no
en	Spn	no
Asuntos	Spn	no
Sociales	Spn	no
.	PUNCT	no
Como	Spn	no
secretario	Spn	no
general	Spn	no
de	Spn	no
la	Spn	no
Gobernación	Spn	no
:	PUNCT	no
Ricardo	Spn	no
Jaime	Spn	no
.	PUNCT	no
Cinco	Spn	no
días	Spn	no
después	Spn	no
,	PUNCT	no
el	Spn	no
16	NUM	no
de	Spn	no
diciembre	Spn	no
,	PUNCT	no
Ambito	Spn	no
publica	Spn	no
otra	Spn	no
columna	Spn	no
celebrando	Spn	no
los	Spn	no
primeras	Spn	no
medidas	Spn	no
del	Spn	no
gobernador	Spn	no
:	PUNCT	no
“	PUNCT	no
Kirchner	Spn	no
sí	Spn	no
cumple	Spn	no
”	PUNCT	no
.	PUNCT	no
Tan	Spn	no
desconocido	Spn	no
era	Spn	no
por	Spn	no
entonces	Spn	no
el	Spn	no
santacruceño	Spn	no
que	Spn	no
en	Spn	no
el	Spn	no
título	Spn	no
,	PUNCT	no
el	Spn	no
epigrafe	Spn	no
de	Spn	no
la	Spn	no
ilustración	Spn	no
y	Spn	no
la	Spn	no
nota	Spn	no
se	Spn	no
lo	Spn	no
llama	Spn	no
“	PUNCT	no
Ricardo	Spn	no
